,Unnamed: 0,Name,Review,Sug/Com,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
240,242,Vikalp,"
Extremely poor workmanship


This was the second time I recieved broken guitar. Paint looks cheap and very poor workmanship. Not worth it. Better go for a used one if on a limited budget.
",0,0,-0.9307,0.40285714285714286,0.0,0
241,243,Yashita,"
I got my guitar but not the colour I wanted or I booked.


I ordered a black acoustic guitar but they send me a different colour. It's fine but still I specially ordered black because of it's colour.. Hence I was disappointed by this. I was waiting for few years to buy this & when I got it's not up to my wish.
",0,1,0.1531,0.48401360544217686,0.0,0
242,244,Eva,"
You could put a literal natraj’s eraser through the action


Action is high its gonna give you pain within minutes you need to invest more money if you realllly want to play guitar dont know why my stupidass went for a cheap guitar like this hehehhe well l have a short pocket so 🤷🏻‍♀️
",0,1,0.7184,0.3733333333333333,1.0,0
243,245,J Zoramsangkima,"
VERY BAD


I am ordering with high hope that it will be quite good for beginners but I am wrong. The arm is not straight and very hard to tune. And after tuning the string went off-key frequently. I want to return but I have damaged all the package. It is very frustrating.
",0,0,-0.9429,0.6638541666666666,0.0,0
244,246,shudhanshu dey,"
Bend after an year


Good sound, great feel.Doesn't have a truss rod which adjust the neck. So have to keep it untune after playing. After an year or so the guitar was bent to front and was unable to play Barr chords. Good for 1 year or max 2 years
",0,1,0.9201,0.5700000000000001,1.0,0
245,247,Md Hassan Qureshi,"
Buy if you really don't have higher budget


I didn't like the packaging because of it guitar got a paint crack too and over all it's a decent guitar though the gap between the fretboard and string is a bit mire than usual so it's require a higher finger pressure to grab it properly
",1,0,-0.5122,0.36944444444444446,1.0,0
246,248,Sakshi,"
Amazing product.


Amazing. I am a beginner and it is very good deal for me to begin my classes with. Everything about  the product from pacakaging to the quality is awesome. You are getting a good deal at a low price.
",1,1,0.9493,0.7466666666666666,1.0,1
247,249,Pinki B.,"
improvement neede


it has been a year i had bought it is in a very good condition as in looks but i never knew hat it is painted ......i thought is the wood in whole but it was not and the paint in the edges are getting out and main thing is the strings are not tuning
",0,1,0.476,0.5044444444444445,1.0,0
248,250,Ankit wase,"
Not recommended


The sound quality is good. It's easy to learn with a small size guitar, but won't recommend to beginners.I received the guitar with no bubble wrap and it could have been easily damaged and the picks and extra strings were missing too. That's not good.Must check the product and all accessories while packing.
",0,0,-0.7514,0.45952380952380956,1.0,0
249,251,Vidhya V.,"
Basic guitar for beginners


This guitar is good for beginners and the quality of packaging was excellent. The delivery was well on time..overall the product quality i will rate as 5 as of a beginner..and worth the penny too
",1,1,0.8625,0.45625000000000004,1.0,1
250,252,Amazon Customer,"
Bad quality.


V bad quality of guitar. The strings broke without even using it. The extra pait of string also broke. The quality is not at all gud i have just used this guitar twice and this is the result v disappointing.
",0,0,-0.9413,0.5333333333333333,0.0,0
251,253,Rahul Upadhyay,"
Good as a show piece worst as a guitar.


The assembling of the strings is not perfect. They are required to be pressed with thrice force in comparison to the normal guitar.
",0,0,-0.6367,0.8125,0.0,0
252,254,Amisha,"
Buy at your own risk.


Appearance wise it would be very appealing. The sound quality is not up to the mark. The product quality is not at all good. A little jerk would actually put a dent on the guitar, not a scratch but directly a dent.Please don't buy it, don't waste money. Look for other options.
",0,1,0.3053,0.4925,1.0,0
253,255,Himmat Chavan,"
Best in the price range for beginners


Best in the price range for beginnersSound and build quality is very good
",1,1,0.9117,0.46,1.0,1
254,256,Goutam,"
Ok


Best for beginners...But in description rs. 6990/-And ther giving offer for rs.1990/-What I felt is guiter is not rs.6990/-This is below current price.
",1,1,0.8316,0.4000000000000001,1.0,0
255,257,Sukhdev Kumar Vasista,"
Best Guitar in the price range


Best Guitar for beginners although the strings which come with it are brass Strings but I recommend changing it to Phosphor coated Bronze string.
",1,1,0.8151,0.3,1.0,1
256,258,Aravind,"
Poor sound and small guitar


This guitar is seems to be in good look but it is small and it got scratch on the front part of it and the sound quality is poor  I don't think it is good for pros it's good for beginners  finally it sounds really really poor
",0,0,-0.373,0.5636363636363636,1.0,0
257,259,madhav mendapara,"
Excellent, best budget guitar for beginners


Yes, I am very happy, product is good as per price, you have to tune guitar by tune guitar app. Otherwise got delivery on time. Packing is good. Good for beginners. Cover is nice. I can give rating 8.5/10 as per product.
",1,1,0.9778,0.7285714285714285,1.0,1
258,260,Abhishek Vekta,"
Not Bad, not very good either


It's good for the price being offered but isn't quite what I though. The zip and the strap of the bag broke the very first day.Not very good for beginners as the there isn't the acoustic kind of reverb because of the wood being used.
",0,1,0.3926,0.6402564102564103,1.0,0
259,261,pavan,"
Recommend for beginners😎


It is good guitar for beginners, I have bought this year back and learned with ease only thing is that it is hard to press the notes initially but by time and experience you can definitely learn.One flaw Tuning pegs are bad.
",1,1,0.4678,0.4726190476190476,0.0,1
260,262,Navjotkaur,"
awesome






                    The media could not be loaded.
                



 good for beginners.... i like it very much
",1,1,0.6362,0.62,1.0,1
261,263,Sushmita,"
Best for beginners


If you are a beginner and looking for a guitar, then go for it.Nice design, Nice color, Nice packing. And most importantly, nice sound.The quality is nice. Perfect weight.I am happy with this.Nice product.
",1,1,0.9768,0.85,1.0,1
262,264,Shivansh shukla,"
Good for beginners


Very good product on low budget for beginners .The only fault is that in the pic plectrum is shown but they give only guitar and bag
",1,1,0.1646,0.7360000000000001,1.0,1
263,265,Abhijeet Singh,"
It's cheap and that's all you should remember.


It is a good buy for the beginners. A bit on the light side and also the strings are to close to the neck. The sound made has a hint of an uneven noise. But overall if you wanna start learning to play it's one of the bet options out der.
",0,1,0.6187,0.43333333333333335,1.0,0
264,266,Piyush sehra,"
A fine guitar


It's a good guitar for this price. But, one of my stirng got broken so early, that's why 3 stars, and also I had to press the strings little but harder which hurts a little more.Apart from that ,this guitar is all good.
",1,0,-0.4767,0.425,1.0,1
265,267,Gopal ram,"
Amazing guitar


I gifted to my cousin she is happy with itSound is very good, if you are a learner it is best for you
",1,1,0.9422,0.796,1.0,1
266,268,Amazon Customer,"
For kids guitar learning


This guitar is cheap that is the advantage but This product is not for beginners who want to really learn guitar for professional purpose..Rather I would say there are better guitar available
",1,1,0.7003,0.38,1.0,0
267,269,Tamara's Bliss,"
Fair guitar


Not very beautiful.  Sound is a bit country &western style, not a full sound, just fair. Easy to play. For the discount price it is a fair product, but the full.price is not worth it.
",1,1,0.3441,0.5752564102564102,1.0,0
268,270,Pruthvi Mahadevappa,"
Waste of money


The product is really useless, the strings are very loose there is no option to adjust the fret height (rod/screw is missing) to tune the strings, it is worth spending some extra bucks for more decent ones than waste your money this guitar
",0,0,-0.915,0.21851851851851853,0.0,0
269,271,Kamal B.,"
If you wanna buy a cheap guitar for practise then it is good .


For biggners it is good .... Sound is also good .. lookwise it's nice as shown in picture .. but one thing that is very bad is it's frets , i didn't find them good .. it's frets are very stemp on ..
",1,0,-0.5497,0.6296296296296297,1.0,0
270,272,Akshit Suman,"
Worst






                    The media could not be loaded.
                



 Everything, damaged product,Not worthy
",0,0,-0.6249,1.0,0.0,0
271,273,Sanket Harpude,"
Best Guitar For Beginners


Hi This is the most awesome guitar for the begginersthe product really works well and also well designed.. Worthy product at this price.. If u r looking a guitar for practice blindly go ahead and order this guitarIts sound good. Built quality good. Its came up with a guitar cover, two nos of pic, guitar holding strap, and one set of six nos string
",1,1,0.9673,0.585185185185185,1.0,1
272,274,Randhir Damley,"
OKAY BUT WAY TOO SMALL


Guitar is one size small if it had been 40+ inches then i think price would be best but yes for biggner it is okay NOT RECOMMEND FOR TALL ( ABOVE 6 FEET 2 INCHES) AND HEALTHY SIZE
",1,1,0.9402,0.38571428571428573,1.0,0
273,275,Ruskin,"
Awesome product


Excellent 👍👍👍 I even started playing this every where I go.I don't have much knowledge about guitar but after purchasing this I started giving coaching to 1000+ students Arjit Singh is one of them.Justin is also coming to India just for my Wonderful lessons thank you Amazon for making my life special 😍😍😍Guitar is just awesome 👍
",1,1,0.9912,0.7952380952380952,1.0,1
274,276,Bhaskar Gomes,"
Felt cheated


Horrible product .The strings are fragile .Not recommended for anyone.A complete waste of money .
",0,0,-0.8805,0.475,0.0,0
275,277,Farzaan altaf,"
Provide good protection to item


Overall good for new learners..build quality is too low,when i opened the packing  with full excitement, inside the guitar was damaged..Can you atleast provide a good protectice covering,as most of the guitars are cracked😏
",0,1,0.8979,0.47207792207792215,1.0,1
276,278,Manpreet Singh S/O Gurmeet Singh,"
Buy this guitar only to hang and show-off. Not worth playing


I used it very few. One of its string detached and comes out terribly while I was setting the tuning keys. As a beginner, this guitar gave me very bad experience. Price is low but its not worthy.
",0,0,-0.8494,0.628095238095238,0.0,0
277,279,yajuvendrasinh,"
Best for beginerrs


Very good product.actully it's for my nephew ,and he likes it very much.its sound is to good
",1,1,0.92,0.4760000000000001,1.0,1
278,280,Abuthahir_shamsudheen,"
Broken guitar


The package was perfect,but head of the guitar broken inside the box . The broken part were tied with the rest. It seems like you send me the already broken product. Pls make sure that the product is not damage before packing... I was very excited,but you disappointed me.
",0,0,-0.8416,0.5055555555555555,0.0,0
279,281,Amazon Customer,"
Good. But now they have made it expensive.


Good product.market prize is 1450/- to 1700 in Mumbai.
",1,1,0.882,0.6333333333333334,1.0,0
280,282,PINKCITY,"
Great product in its price


Great value for money as I wanted it for practice for my 11 yr old daughter at home.
",1,1,0.891,0.5666666666666667,1.0,1
281,283,Shalu Gauhri,"
DON'T LOOK THE REVIEWS JUST BUY IT!!!


VERRY EXELENT GUITAR ON THIS PRICE RANGE SOUND IS GOOD BODY IS GOOD STRINGS ARE GOOD In short everything is awsome and you get a carry bag for guitar free with it !!!!!!!💰💰💰💰VALUE FOR MONEY 💰💰💰💰
",1,1,0.9466,0.5499999999999999,1.0,1
282,284,Sunny Arora,"
Good guitar for beginners


Good one but only for beginners ofcourse.Just one suggestion, buy it in deals time if there is no rush, you will get very good discount.
",1,1,0.6586,0.7450000000000001,1.0,0
283,285,Amazon Customer,"
Very happy....


As a first time user I must say the product is everything a first time user can expect and the price is brilliant as well.. Well packaged and delivered on time the product had all the items as shown (includes an extra set of strings and guitar cover as well).. Very Happy with it..
",1,1,0.9523,0.6277777777777778,1.0,1
284,286,Nixa,"
Amazing!!!!


I ordered it like a week ago , even though its lockdown I'm impressed by the speed delivery. No damages. Love the color black. It looks so polished and amazingly!! I would recommend. Go for it. Cant wait to study and play songs ! 💯
",1,1,0.9296,0.7666666666666667,1.0,1
285,287,Kashifa,"
Worthful


Worth for the price......body is too good .....color is as shown the problem was with the strings.....they were not tuned....it took much time for me to tune it correctly....if it happen with anyone u can tune with guitar tuna app ......
",1,1,0.2732,0.30000000000000004,1.0,0
286,288,Aruna sharma,"
The guitar bag is not as per guitar size and zip is broaken


The guitar is good, but I received the guitar bag with broken zip, and the size of the guitar bag is not suitable to this middle, the guitar is not going / fitting in the bag, kindly arrange for the other bag.If you provide the offers with giving free the bag with low quality, which is not made for this guitar size, why such offers you give with the guitars, ...please sort my query.
",0,1,0.8735,0.4270833333333333,1.0,0
287,289,Bikram,"
Juarez product is good


This is actually my fifth time to buy this Juarez acoustic guitar! And I am satisfied with all the products, the package was good and it was properly maintained! The sound of the guitar is also good. If you wanna buy for beginner , this is recommended!
",1,1,0.9213,0.48571428571428577,1.0,1
288,290,Gaurav,"
Items missing


Wires , pick and strap also mentioned eith this guitar but i didn't get it ...i only got giutar and cover thats it. Why it is mentioned in description
",0,0,-0.1531,0.525,0.0,0
289,291,Avishek Agarwal,"
Small, Sleek & Beautiful.


It's a little small as compared to what you would expect regular acoustic guitars to be. But that's what makes it worthwhile and easy to learn.
",1,1,0.8555,0.53003663003663,1.0,1
290,292,Pritam,"
Best at this price


handy guiterlooks greatcomes with extra strings and pickstring quality is not goodbut best at this price
",1,1,0.21,0.4,1.0,1
291,293,Sumesh,"
Breaking the trust selling broken items


I ordered acoustic guitar of juarez after my friend suggested it but I got a defect one...i don't know guitar my friend who is a expert came to help me in tuning the guitar... He looked at The tuning screw and it's broken .... I was super excited to look at the guitar I didn't look at the details. Ordered for a replacement let's see what will happen
",1,1,0.8922,0.5541666666666667,0.0,0
292,294,Manish Patel,"
I highly recommend this guitar to begginers if you can't afford too ...


I highly recommend this guitar to begginers if you can't afford too much money . Guitar's build quality was good , but didn't like the way they had painted the body of it.Strings ( which came along with the guitar ) was just good at work but didn't have much warmth and brightness in tone . Still a better deal under 2k .
",1,1,0.8738,0.4542857142857143,1.0,1
293,295,Priyank,"
Osum


The guitar is very good.and its quality is also very good.its the best guitar and its price is also so good.i am very happy with it,but the only thing i didnt liked is the guitars covers chain was broken only this is my dislike.but the guitar is very good you can buy it without any hesitation or any worry of quality or price.
",1,1,0.7296,0.6533333333333334,1.0,1
294,296,Sanjay Varma,"
Worth Every Buck!


I bought this for 1999/- to learn how to play guitar. The very first day when i start using/tuning this guitar, g string was broken and also there is a small dent on the guitar. A part from these two cons, I think this is a great deal at the price range.
",1,1,0.68,0.4166666666666667,1.0,0
295,297,vipul wasnik,"
Good for beginners


Fast delivery, package safely delivered, guitar was intact and in good condition. Sound of the guitar was good.
",1,1,0.9136,0.55,1.0,1
296,298,Gopi Krishnan R,"
Best Guitar for beginners.


I really loved this product and will recommend it to all beginners who are tight on their budget. If you want to spend less money on a guitar and still expects it to perform well, go for it.
",1,1,0.923,0.3630952380952381,1.0,1
297,299,B Sravani,"
Ok ok


It is good , but it's very hard to practice. And the guitar sound is also not soo good . More or less , it is like a toy
",1,1,0.3075,0.4838541666666667,1.0,0
298,300,Sunil RK,"
It is d worst product.....


Totally dissatisfied with this product.....plz ....check the return submission....cancel return option automatically cancelled the pick up of item....do it as much as soon....
",0,0,-0.8399,0.65,0.0,0
299,301,Dipangkar,"
If you wanna buy guitar go for guitar @ 3500 rs. You may gat best than these


I like its appearence but it shows many scretches and i find many scratches first time after opening the guiter pacage😐🤔I think it was used and the strings are not at all good😅😥😥😥😥😓😓😓😓😓😓😓😓
",1,0,-0.9869,0.4083333333333333,1.0,0
300,302,Amarnath Thejaswi,"
Best of best


Best ever product!!!  Wowwwwwwi its amazing..... Sound,  fret,  finishing,  shape,  color,  performance,  and the qualityThere is no compromise in that in my guitar... Thanx Amazon ... This is 9th guitar bt i love this tooo muchU get the product un the picture all
",1,1,0.9718,0.4666666666666666,1.0,1
301,303,Sheeba,"
Received broken guitar


I sware i have  received a broken guitar when i opened and saw. My child was very eagar to open the gift when we saw damaged guitar it was dis satisfaction.Till today we didnt use the product.
",0,0,-0.7351,0.4,0.0,0
302,304,"Amos,a","
good


very good.i bought 4guarez guiter. all are good
",1,1,0.7003,0.5000000000000001,1.0,1
303,305,tanuj,"
Not recommended for anyone


The sound quality was not good, even after tuning the guitar. The sound of the guitar was much different then an actual guitar so i returned it.
",0,0,-0.4585,0.42000000000000004,0.0,0
304,306,Amazon Customer,"
Awesome guitar


Great product which change my life, good quality at reasonable price,  sound and strings are too good , it's perfect for beginner and even intermediate guitarist
",1,1,0.9565,0.7071428571428572,1.0,1
305,307,shashank,"
Good for beginners


This is the first time i purchase guitar and i find it quite good in this price range. The quality is 5/5. There is no damage on the body.They gave a set of string(as i am a beginner so i dont know the quality of string), two picks, a bag.
",1,1,0.8281,0.5111111111111112,1.0,1
306,308,Abdul,"
Very cheap quality don't buy


Very cheap quality don't buy it..Don't waste your money on this guitar buy some other guitar and guitar was damaged too
",0,0,-0.5975,0.54875,1.0,0
307,309,Arun,"
Good for beginners


Amazing service by amazon..product replaced in a day..Reg product, its food for beginners and need to handled with care due to missing steel rod support in handle and strings..overall a good buy for beginners...
",1,1,0.9231,0.5050000000000001,1.0,1
308,310,Meghna,"
buy it ! it's really good


it came with big package and my brother loves it alot ❤️❤️❤️thank you amazon you are helping us to fulfill dreams in lockdown
",1,1,0.9401,0.35000000000000003,1.0,1
309,311,Diya,"
Diya


Product is Avarage , Recevied only one pic, instead of two
",0,0,0.0,1.0,0.0,0
310,312,Gyan,"
Good


Very Good. Gifted to someone. They are happy.
",1,1,0.8687,0.8450000000000001,1.0,1
311,313,PS,"
Perfect for gifting


Bought as a gift for my friend. It's cheaper compared to other guitars available but but sound quality seems just as well for beginners. It was packaged well too.
",1,1,0.8225,0.54375,1.0,1
312,314,Piyush,"
Beautiful but  sharp


Loved the guitar. Good quality. Just the strings are a little bit  sharp. That's why I gave 4 stars
",1,1,0.9127,0.7333333333333334,1.0,1
313,315,Meshack,"
Fake!






                    The media could not be loaded.
                



 I brought the guitar on 11th October 2021 and had broken by 26th October 2021. Waste of money.
",0,0,-0.8516,0.4666666666666666,0.0,0
314,316,amrita,"
No words!!! 😘


The product was really really great beyond my expectations... Am really happy... Nice packing... Good sound... Absolutely best for beginners...!!! Don't get confused... Jst buy this awesome guitar...!!! ❤️❤️🎸😍
",1,1,0.9858,0.71875,1.0,1
315,317,Amazon Customer,"
Three Stars


sound is not that but reasonable buy at this price
",0,0,0.0,0.5,1.0,1
316,318,Amazon Customer,"
Quality is not good


Quality is not good. Strings are not proper, when you play it will not sound properly.
",0,0,-0.3425,0.36000000000000004,0.0,0
317,319,SANDIPAN PAUL,"
Excellent Quality :)


Fantastic & fabulous :)Good sound quality & great build quality.Best quality for beginners and professional career.
",1,1,0.967,0.75,1.0,1
318,320,Shaurav Thakur,"
Not Good


Bought and then Return.Not as per my requirements.It's a beginner Guitar
",0,0,-0.3412,0.6000000000000001,0.0,0
319,321,Sujan,"
good buy for beginners


A good buy for beginners, but had to return one piece due to bad finishing on the guitar body.
",1,0,-0.431,0.5604166666666667,1.0,0
320,322,Mukesh,"
Bad Quality


I bought this yesterday, no good sound, not good quality of string, not good quality of wood.. pleasee...guys, don't waste your money... Don't waste.. save money and buy YAMAHA only..
",0,0,-0.8263,0.48333333333333334,0.0,0
321,323,Deepanshu Gautam,"
Not worthy to buy at any cost


Neck isn't strong enough. Nuts are worst. String arnt good quality and fret wire came out and fret board swallon
",0,0,-0.6537,0.7666666666666667,0.0,0
322,324,Neetu Aher,"
Poor Quality. Waste of Money


Very disappointed with this product. I ordered this product in mid December and joined a guitar class. Within 4 days the strings were broken. Had to replace all the strings in few days. Pathetic quality. The guitar bag got torn in few days. Overall very unhappy with the product. Waste of Money.
",0,0,-0.9719,0.37954545454545463,0.0,0
323,325,Nitin baranwal,"
Very good


It's very good guitar. I don't think in 1990rs you would not get any guitar of this quality.
",1,1,0.7496,0.7800000000000001,1.0,1
324,326,Bjims,"
Box guaiter


I am not happy  with this product..it came into  three pieces.i have already asked for refund  on the very day of delivery.  But no feed back and no call nothing. I'm very pissed to see the package  disappointed
",0,0,-0.707,0.47000000000000003,0.0,0
325,327,Ankit Rathod,"
Worst


When you see first time, it's looking good bt when you play this, it's horrible. When i see and play this from YouTube, it's very different. You can't tuning right. 12 fred has not 2 marking also side. Add more 2K-3k and buy good guitar.
",0,1,0.25,0.6686309523809524,0.0,0
326,328,Amazon Customer,"
A good budget guitar for beginners


This a good guitar for beginners at this amazing price. The sound is pretty good and they are providing a free bag, strings and two picks. Very satisfied with this product.
",1,1,0.9712,0.7374999999999999,1.0,1
327,329,Ananthkalki,"
So far so good


I'm a beginner and this is my first guitar. I find no problems with this product. I snapped my string twice but I think it may be my error.
",1,0,-0.0991,0.6444444444444445,1.0,1
328,330,Amazon Customer,"
Tuning is to be done everytime


Cost wise it is good, but the thing which is irritating is that I need to tune it everytime regularly.I feel strings and tuning pegs should improve.
",1,1,0.431,0.7666666666666666,1.0,0
329,331,Anubhav Deep,"
Expensive buy


The product has a very fragile body with minimum structural durability. It took less than a month to become useless despite extensive care.
",0,0,-0.6628,0.39,0.0,0
330,332,Nilesh,"
Defective product received


Very bad product do not buy this and amazon too is not providing proper service once you order this product and you are trapped you will be forced to replace and get defected product everytime.Not recommended do not even think of buying this
",0,0,-0.923,0.2916666666666667,0.0,0
331,333,Deepti Vyas,"
Worth of money..... 👌


It is really great product it has all stuff that was shown in picture . Guitar is too light with smoth and shiny body. Great product in this much less price........ 👌🌹👍👍
",1,1,0.9687,0.47333333333333333,1.0,1
332,334,Yadav Kuldip,"
Awesome Product 😍🔥


The Product is worth buying !! It's up to the mark !! Go for it without any second thought !! I will recommend this mostly for BEGINNERS !!Nice packing, Good Quality !! I oove this Product !!
",1,1,0.9429,0.5333333333333333,1.0,1
333,335,Amazon Customer,"
Guitar is good bases on sound, quality and performance.


Guitar is nice, one of the string was broken when opened the box but additional string was given with the guitar. Apart from this sound, quality and performance wise it is worth you paying for the beginners.
",1,1,0.7506,0.5428571428571428,1.0,1
334,336,benjamin victor,"
Bad experience


The guitar I bought came with the wrong strings attached. The D and E string were Missing. The 6 strings that came with the guitar were wrong.
",0,0,-0.8979,0.6291666666666667,0.0,0
335,337,Maria,"
dont waste money on costly brand from start try this out


superb.loving it.just go for it if you are a beginner.dont waste money on costly brand from start try this out.works awesome.just get it
",0,0,-0.3111,0.0,0.0,1
336,338,Rakhi khatri,"
About my guitar


I think the product is fantastic but the sound quality is not soo good as expected...all over the guitar is good...But the 1st day I bought it my strings just broken but let it be the guitar was good 😊☺️❤️
",1,1,0.8977,0.5800000000000001,1.0,0
337,339,ABBI,"
Good


i don't know much about guitars, but i like this one very nic for this price
",1,1,0.6369,0.3666666666666667,1.0,1
338,340,sunny,"
Good for the price


The best one in the price. Wood quality is not that good but should not be complained for that price.
",1,1,0.6941,0.42500000000000004,1.0,1
339,341,Abhisek,"
Perfect guiter for beginners


Sound quality is awesome. Good quality product. Packing was very nice. Price is reasonable.
",1,1,0.9299,0.7666666666666666,1.0,1
340,342,AmazonCustomer,"
Seems good for this price


Seems good for this price, need to keep tuning it but otherwise sound is fine. It’s light weighed and small thus easy to hold. Packaging in which it came wasn’t too impressive, good that there wasn’t any breakage or defect.
",1,1,0.9343,0.6259259259259259,1.0,1
341,343,Badshah FF,"
At price point it's a best deal.


Everything is good, not having truss rod but still it's a great deal. Best for beginners me included. Sound quality little bit noisy.
",1,1,0.9466,0.47500000000000003,1.0,1
342,344,Kirti pardeshi,"
amazing product received from amazon


I'm too much happy with this product. Overall experience shopping from amazon was very fantastic. the packaging of product is also good. Happy with this product.
",1,1,0.9657,0.75,1.0,1
343,345,Dany babu,"
Awesome at this price range


Its one of the best quality guitar for beginners.Its build is not thay great , i mean when Carry it it feels really light but the quality of the wood i would say is not upto tje mark u just have to give more care to it.Bht anyway its the nice one to purchase under 2300 .Go for it without any second thought.
",1,1,0.9089,0.6171875,1.0,1
344,346,Dhruv,"
Bought this as a secondary guitar to keep at parents house


You get what you pay for, if you are a beginner ""don't buy"". Get something better probably a F310 by Yamaha. I bought this to have something to play while i am at my parents house. Not my primary guitar.
",1,1,0.5994,0.43333333333333335,1.0,0
345,347,Dharmesh Amin,"
Trust me, you will fall in love with it. <3


https://amzn.to/3de0aPFBought it dor 1790rs under offer.1.Looks same as mentioned in the picture2.Best for a beginner3.Quality is good.
",1,1,0.9231,0.58125,1.0,1
346,348,Ema Devi chettri,"
Quality sucks


It's such a cheap quality product the wood, the Colour & everything. Size is also smaller.
",0,0,-0.3612,0.5,0.0,0
347,349,amogha sr,"
Greater product for beginners


For beginners its most recommended product,  sound quality you have to compromise because of price not muchbad its good. Comfortably is ok not an issue, quality of strings are not much bad ok. But bcareful while tuning.
",1,1,0.6147,0.5238095238095238,1.0,1
348,350,Rohan,"
Rusted strings. Should I get it replaced?


Just received this guitar (27 Nov 2018). The finish is flawless, nothing is broken, nor there are any holes in it.But the first thing I noticed was the rust on one of strings.Please see image, the dark parts on string is rust.Please help.Should I get it replaced or is it common?
",1,1,0.7363,0.5266666666666666,0.0,0
349,351,Tushar Gaur,"
Best for beginners


This guitar is great for beginners. I started playing with this guitar and it hasn't disappointed me at all. And it's been 5 years since I bought it( I didn't play it too for 2 years), still shines like a new one. Very sturdy.
",1,1,0.9204,0.5109090909090909,1.0,1
350,352,Vinay,"
Good Guitar Nice Guitar 🎸 I Like This Guitar Sounds


Nice Guitar 🎸 For Beginners, Children,poor people .You can became a good musician by this Guitar 🎸Guitar definitely good this price range & sounds quality is really really very good.Thanks 😇😊
",1,1,0.9799,0.6833333333333335,1.0,1
351,353,Sashildath,"
DONT BUY THIS GUITAR.


The strings are so high up from the fretboard that it is impossible to play any chords. You need micro fingers of steel to play this guitar. Brought this seeing all the positive reviews saying its good for beginners. But I guess all of it was a joke.
",0,1,0.8151,0.6713636363636364,1.0,0
352,354,Hemant lalchand pagare,"
Good


Guitar is good but not send pick & bag, extra strings so please send me as early as possible otherwise I will return this product till 25 Jan 2020
",1,1,0.7837,0.5200000000000001,1.0,0
353,355,AJAY,"
The product is best


The last string (the thin one) has broke immediately on the day one I don’t know what went wrong but we could replace the same with spare strings providedBut bit worried if this breaks what to do
",1,0,-0.4854,0.44833333333333336,0.0,1
354,356,Abishek Varghese,"
Worth your money.


The guitar is lightweight and great to hold onto but the sound seems a little bit off but at this price it's the best you can get. For beginners!
",1,1,0.8777,0.41,1.0,1
355,357,Amazon Customer,"
I like how it looks and sounds


I am newbie in guitar. I like how it looks and sounds. Smooth surface has good feel.
",1,1,0.7845,0.55,1.0,1
356,358,pankaj,"
Good for beginners


Good for beginners. Not so high quality guitar.  Though string provided for high pitch breaks easily if tried to tune perfectly. So good for new learner's.
",1,1,0.9446,0.5954112554112554,1.0,0
357,359,Simran Kour,"
Review


This guitar is  good for beginners though the product has some or the other default.My guitar was broken and it's paint was out but I am satisfied with it.Recommended for those who want good in less amount.
",1,1,0.836,0.5069444444444445,1.0,1
358,360,Ab,"
Good for starting


Perfect Instrument for Beginners
",1,1,0.765,0.5666666666666668,1.0,1
359,361,Raj Augustine,"
Value for money


It's good stuff for beginners, value for money,What I liked was the packing,
",1,1,0.8591,0.7000000000000001,1.0,1
360,362,Amazon Customer,"
Best choice for 2000 rupees


Absolutely Worth the money for 2000 Ive played much much worse guitars (which cost more than 3 or 4 thousand ) I feel juarez is a good brand for people who want a guitar but cant spend 8-12k for one
",1,1,0.6055,0.42000000000000004,1.0,1
361,363,Aman Kumar,"
Used , defective,worst product


Ordered thrice this product...but once again got a defected one and seems like used product with scratches and all....u have to really improve ur product quality and service.....no safe packaging by ur side has been there
",0,1,0.7089,0.35,1.0,0
362,364,Suresh Sharma,"
Don't Think Twice...Just Go For It


It's A Decent Product With A Good Quality....One Thing Is That It's Body Colour I Mean That White Stripe On The Border Fades Away... Everything Else Is Nice🔥🔥
",1,1,0.2263,0.48854166666666665,1.0,1
363,365,samit kar,"
It's cool guitar for the beginners


It's cool guitar for the beginners. Not that great in quality but simply can be best in it's price range.
",1,1,0.7878,0.5414285714285714,1.0,1
364,366,Sharma kanji,"
Product is good but quality of product is not good


I bought this product but I'm not satisfy bcoz of product was damaged and I was trying to tuning but not tunned
",1,0,-0.8492,0.6000000000000001,1.0,0
365,367,PPK,"
Good product


Got this for my daughter and she is loving it.
",1,1,0.7783,0.775,1.0,1
366,368,rajeeskp,"
Five Stars


quality is good for such price, good sound, and happy with it
",1,1,0.8591,0.62,1.0,1
367,369,Sujatha.E,"
Good product


Best product for this price. But only problem is last two strings are very very weak, which mean my guitar's last string had cutted down with in a month. But the spare string is little bit strong.
",1,0,-0.1716,0.5055555555555556,0.0,0
368,370,Shiva T.,"
Sound quality and looks is superb!!!


This is best for beginners...But I'm fully disappointed with packing...Looks and sound Quality is superb!!!
",1,1,0.9037,0.6416666666666667,1.0,0
369,371,Aashiya,"
Worst experience


Product is fine but its broken ... Also it was without the strap and pick ... Not satisfied ... One of my bad experience .... It is really really disappointing that my package is not even replaced ... Very bad , worst
",0,0,-0.9866,0.7666666666666666,0.0,0
370,372,Dr. Sabyasachi Mallik,"
Awesome


Awesome guitar for beginners.❤️
",1,1,0.8481,1.0,1.0,1
