,Unnamed: 0,Name,Review,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
523,523,Adrian Castillo,"
but I am certainly satisfied today with this purchase


Just barely got these earbuds so I cannot vouch for warranty, battery life, or durability yet.  However, I just had to write a review for probably the most important quality for earphones -- sound quality.  Once I got these buds paired with my phone and started up my Spotify account, I was blown away.  At about 1/3 volume, these headphones were crystal clear.  At 1/2 volume, they were definitely loud enough.  And the bass, WOW.  I will consider adding to this review after I have used them for a longer period of time and will update the review to take into consideration the durability and battery life, but I am certainly satisfied today with this purchase.  Lots of extras and great sound.Time will tell if this was a good buy.
",1,0.9912,0.6564102564102564,1.0,1
524,524,Sam Ansari,"
Best pair of wireless headphones at it's price point


Had these for 4 months now, and they've been the best pair I've had at this price point.Pros:- Good battery life, I usually only need to charge every other day or so- Earbuds EASILY stay in, not a chance of them falling out due to the around-the-ear clip, great for running- Really good sound indoors or on vehicles (where there's no wind)- Once the bluetooth is synced to the phone/laptop, it automatically syncs every time on power-up, no issues there.Cons:- Loud wind sounds when running/cycling, but at the same time better situational awareness of sounds, so not the worst.- Low-battery beep sound is confusing and annoying, took me weeks to figure out what was going on.- Sometimes it has a phantom disconnect/reconnect to bluetooth which has a jarring ""DISCONNECTED/CONNECTED"" voice.
",1,0.9149,0.5681372549019608,1.0,1
525,525,Matthew S,"
Great Product


Edit#1:  The company has reached out and taken the action to ship me a new set.  Will further update the review when I op test the new set.Edit#2:  I have received the replacement unit and it functions perfectly.  It immediately paired and maintained its pair for a 40 minute run.  Thanks to SENSO for standing behind their product.Original:I have had this product for a month, and cannot give it more than one star. I will give the manufacturer credit for fantastic packaging.  It came with a very nice storage case, charge cable, thunderbolt cable, and car USB adapter.  All of those products look great and function as expected, with the exception of the thunderbolt cable being unable to charge an iPad.However, the earbuds themselves simply don't work.  In more than 15 workout sessions I have never managed to have the earbuds hold a stable uplink with my phone (iPhone 6s).  I have tried everything I can think of.  I wear my phone on my right arm, so as to be as close to the receiving earbud as possible, and the connection still constantly cuts in and out.  I have never used them at less than a full charge.  I have tried these with multiple devices, Android and Apple, with no success.  They have been nothing but a distraction, which is definitely not the point of wearing earbuds during a workout.Spend a few dollars more.  No matter how much these cost the value is still zero if they don't work.
",1,0.9654,0.4759980759980761,1.0,0
526,526,JRM,"
Best headphones for the price


This is the second time I have purchased these (the first time I accidentally left them in my pants that I tossed in the wash, and I am once again highly impressed by the quality of the headphones and all the features you get with it. I have tried several new, even more expensive, headphones since accidentally ruining my first pair of SENSOs. Nothing compared to my SENSO pair that I had, so here I am again ... rebuying the same item I bought about a year ago. This is as good as it gets for $20, and I would say it destroys even more expensive competition. High quality in every way.
",1,0.2716,0.4057474747474748,1.0,1
527,527,KMan,"
These are nice headsets for the price


These are nice headsets for the price.  I had the equivalent Beats version that I took back after a week as they would  not hold a charge well and would randomly drop connection 10-15 seconds at a time.  I have not had this problem with the SENSO brand.  These sound just as good (though I am sure some audiophiles would debate that).  The only thing I can say negative is that if you face into the wind, they do capture a good bit of wind noise.  I tried different size earbud covers but still got the wind noise.  Im going to ding it a star for that aspect.  One other MINOR inconvenience is the rubbery nature of the band that connects the ear buds.  The band seems to ""grip"" your collar or skin at times so that when you turn your head they can pull tension on one side or the other.  In some cases, I have pulled one side out of my ear just by turning my head and not paying attention to if the cord was balanced evenly on my neck.  The solution to this was just to drape the cord in the front.
",0,-0.0804,0.567063492063492,1.0,0
528,528,B. Ruiz,"
They honor their warranty!


I had these headphones for just shy of a year and used them almost every day at the gym, and around the house so I can listen to music while I clean.  A few weeks before the 12 month warranty expired, the left earbud started having problems.  Sometimes there would be static, other times there would be no sound at all.I contacted the company through their seller page to discuss the issue.  They got back to me within a few hours with some troubleshooting ideas.  When none of those worked, I asked if I could send back the headphones for a new pair, considering I was still within the warranty window.  They said that they would send a new pair out -- and they did!  In less than a week from emailing them with my problems to receiving my brand new pair of blue tooth headphones in the mail via Amazon.I am so impressed at how their customer service handled this issue, and how they stood by their warranty (even though I was only a week or so shy of that 12 month deadline!) that I wouldn't hesitate to purchase from them again.  And the headphones are awesome, too.
",1,0.8001,0.42659489633173847,0.0,0
529,529,Boris Yoffe,"
it's useless. 2)


Also the sound quality deserves 5-star, there are serious flaws with this headset: 1) BT connection is not solid when riding the bike and the phone is in the short pocket and moving.  You have to carry your phone in front pocket; otherwise, it's useless.  2). Promised 33 feet range may work only if you have the line of sight.  If you have a phone around the corner - even 10 ft away - the connection is not steady.  3) Aerodynamics are bad: the is very load whistles if you try to listen while wind is blowing ( even 20 m/h wind overrides the music).I cannot understand why people are so happy with this set:  after all, it failed the test for most outdoor activities.The set sits comfortably on your ears but noise cancellation is next to none.  I had other phones doing better job and costing less.I may keep it because the sound is great:  rich treble and deep bass.
",1,0.9366,0.4821969696969697,0.0,0
530,530,Ray,"
Trucker's buddy


The folks at SENSO are very courteous. They wanted to be sure I had received the headphones & how I was treated & liked them. I work out of an 18-wheeler tanker truck 12 hours a day & I'm a senior citizen. Many of us talk to & help each other through out the day. The wired headset I had for my phone worked sometimes but most of the time not. These are 1000 times better. Once I left my phone in the truck, a call came in & I answered it from the back of the tanker over 30 feet away. Some guys wear the headsets with an external mic. I prefer the integrated mic. With the smallest buds on, I can wear these 12 hours & don't feel them. Next I need to get my sons to show me how to put music on my phone so I can listen to it when not talking oilfield-trucker talk to my co-workers. No more CB radio.
",1,0.7748,0.4303240740740741,1.0,1
531,531,Pen Name,"
Decent when they work. Spend a little more to get better quality


I had a pair of Sony Bluetooth ear buds but lost them  They were 100$ And didn't want to spend that again. so I looked at these and red the reviews and thought I would give them a try I was gonna get them tomorrow (Monday) but they came Friday which I was excited about. I use them for when I'm at work for 8 hours and sweat a lot in the summer time. After listening to some music it has plenty of base for my taste but some songs it's hard to hear the words so I'll need to play with the equalizer to figure what's best for my taste. People Seem to have problems hearing my voice while talking on the phone I sound far away they say. my sonys people could hear me better and I didn't have to talk as loud. These senso don't fall out my ear either but comes with plenty of different ear pieces to fit your ear also. It has a case car charger and cord and a regular cord to charge it..... now I've had them for about 3-4 months it disconnects from my phone and when I turn it off it has a deep voice instead of a woman's voice and the same turning it on. I did have a very high pitched like chipmunk voice when turning off once. There seems to be a problem with the Bluetooth itself. After charging it and turning on it connects and works for a minute or two then disconnects and then repeats. After spending $37 I would rather have spend the money on the pair of sonys I had that I never had a problem with after having them for 6 months but lost them.
",1,0.9298,0.5138029689608637,1.0,0
532,532,Max C. Hansen,"
Works intermittently, often requires restart.


Edited: I have upgraded my rating from 2 stars to 5. When I wrote about a problem here, Senso support contacted me and helped me fix the problem. I've been slow to edit my review, but they were quick with service. Very pleased.Pro: Stay in the ear pretty nicely. Deliver good sound when they deliver sound.Con: Don't deliver sound. (Edit 5/22/18: This problem has been solved.) Will signal that they are connected. But often they don't deliver any sound. Clicking the button will pause or unpause the application that's trying to deliver sound. You can hear this because the sound is coming from the phone's speakers. (iPhone 6+ in my case). But no sound comes through the earbuds. Restarting either the earbuds or the app will fix the problem, but sometimes it requires several restarts in order to fix the problem. In the meantime, you're annoying the people around you with sound from the phone's speaker. I would have been delighted with this product if not for this serious failing.
",0,-0.6597,0.5215686274509805,1.0,0
533,533,JCB,"
iPhne 7 making calls !!!


I am surprised how good these headphones are. I received a pair of Bose  $150 sport headphones for Christmas and they will not stay on your ear. The Quality is terrific but they fall off. I've been unhappy with my jawbone for my iPhone seven as you know it has a rubber earpiece the keeps wearing out and sound quality is hit or miss.I just bought and received Bluetooth Headphone,KUPPET Mini Wireless Earphone. Nice package looks great you can't hear anybody on the phone. I give it D.So I thought I would try the Senso with my iPhone for making/ receiving calls. Surprise it works great. I'm going to order another set. I just cut the cable between the two earphones and keep the right one in the car. If you're left-handed sorry.
",1,0.953,0.7835714285714286,1.0,0
534,534,Daniel W.,"
Decent while they work, small parts break with little use though.


My initial impressions of these earbuds were good. The sound quality was OK for hitting the gym, they didn't get especially dirty, they were comfortable to wear, and had a good array of adjustments for a good fit.I've used them maybe two to three times a week for an hour at a time, and they keep a charge for weeks at a time providing they're turned off when not in use.My problem, however, is that only a month after the return window expires the up-volume button has completely jammed. I can no longer turn my music up from the earbuds, it has to be done from my phone now.Volume down works fine, but not up... Very disappointing in how little I used them before something so simple broke on them.I'll be going with a more familiar brand next time around, and I won't be buying these again.In my defense, I am not hard on electronics. I've never broken anything since I was 16, the button breaking on this was a design flaw, not from any kind of abuse in daily use.Overall, good presentation, good aesthetic, ok sound quality, bad design quality. Won't buy again.
",1,0.907,0.5277010582010582,1.0,0
535,535,JMMZH,"
Great pair of headphones for running


My previous set up for running involved a wired Sennheiser sports headphone set that went behind my head with a cord that was just long enough to reach to my phone on my left bicep. With the new bluetooth headphones that have come out, I wanted to see if I could find a solution that would work with running.These had great reviews and were cheap, so I gave them a try. When I first tried them on at my kitchen table, I thought they were a bit bulky and heavy. However, when I went out with them on my first run, they were very comfortable and I quickly stopped noticing them on my ears. The only thing that I really noticed was the cord lying on the back of my neck.The controls are easy to use and reach, and the sound is good. Also hard to argue with the price!
",1,0.9229,0.5077561327561326,1.0,1
536,536,DMG,"
Best bang for your buck!


After checking out other people's comments on how good these headphones were I decided to take the plunge. These are my first BT headphones. I just started hitting the gym again and I was  for something that didn't tie my cord to my phone.  I also didn't want to spend 100 bucks.  These headphones are everything everyone says they are at a great price.  I charged them when I got them and I've worked out for a whole week without recharging them so the battery life is great.  Only time will tell if they hold up but so far so good.  I loved the little extras like the Cigarette charger and the extra tips it makes the package well worth the cost.  I would recommend this product for somebody looking for a Bluetooth headset that's not gonna break the bank.
",1,0.9847,0.5434523809523808,1.0,1
537,537,Abbacan,"
Great company with a great product


My SENSO Bluetooth headphones arrived when scheduled and packed very nicely. After reading the instructions, I charged them and paired with my phone. Everything went just as explained. I was surprised at the sound and product quality. The only problem I had was turning them off and going to bed.If you're looking around for wireless ear buds keep in mind that these come with everything you need and then some. I noticed that similar products didn't include the case, charger and spare ear pieces. purchasing all the extras separately would make the others much more expensive.The company emailed me to check on my satisfaction. I was very impressed with their customer service. I would not hesitate to recommend them to everyone. I'm looking forward to using them often.
",1,0.9412,0.7444444444444445,1.0,1
538,538,Lindsay,"
Affordable, great value, sometimes stutter...


I use my SENSO Wireless Bluetooth Headphones all the time when I am working out.  I use them for running and in the gym and I think they do a very nice job overall.  They are comfortable, have decent sound, good bass, stay in place for the most part, a good battery life, and are easy to operate.The reason I did not give the 5 stars is because on a fairly frequent basis they do stutter their connection for some unknown reason. The instructions say they can be a fairly good distance from the device they are being streamed from but I can be right next to the device and they will still do it.  It happens frequently enough (1 out of 5 times usually) to be annoying.  For the price I'm not going to have a hissy fit...  But I cannot give them 5 stars.  I still feel like they are well worth 4 stars and would still recommend them.
",1,0.9665,0.5292857142857142,1.0,1
539,539,KOVAL,"
Great fit and affordable for what it does.


Great fit.  I run 3-5 miles a day and do interval training, and they never come loose.  Bass is pretty good as well as loudness.  Works great with my Samsung Edge.  Also, the wire fits nicely around the neck or tucked into your shirt.  The ear clip is a nice soft rubber that I barely feel.Not sweat-proof but may be sweat-resistant.  Found a few times having to wipe the unit down in order to get even sound.There is no reason to spend a fortune for headphones for working out.  They are sort of meant to be replaceable eventually anyway.  If you're in the studio mixing tracks, then, of course, yes this is going to matter, but in the gym or outside, I just want to hear my music loudly and with a broad frequency spectrum.  This will do it.
",1,0.9547,0.5233677587844254,1.0,1
540,540,A Bob,"
Gym and sweat approved


It's currently September 2019, I bought these in November 2018. I bought these to use at the gym and running. They still work amazing after using it everyday and holds up to sweating. Haven't loss any quality in sound and hardware. The earphones stay in my ear without having to adjust. The battery works great. I work out for an hour and I can use these for 5-6 consecutive days in the gym. Since I use it only for this purpose, it's a great product for me and for the price. For relaxing, I prefer wired earphones because of the amazing quality that you just can't beat. Hope this helps someone.
",1,0.976,0.7125,1.0,1
541,541,Weary and Acerbic Consumer,"
Buyer beware! Not for running, walking to work at best but not for running.


Not for running, 30 ft signal broadcast radius: Try 2 ft max! Sound suppression is non existent unless you count raising the volume of the earbuds to the max level, which btw is not very loud. I tried running with these and the audio consistently cut out with every single footfall. I tried re-positioning the mp3 device from my back pocket to my front pocket. Still got audio cutout. I took the device out of my pocket and held it in my hand...no audio cutout.  The only way these piece of technological marvels work is if the device you have it paired to is within 2 feet of the earbuds and not causing vibrations stronger than just walking.
",1,0.4133,0.3970957613814757,1.0,0
542,542,Riva,"
No more cord!


So far, so good. I like them, and they are easy to use. I've only used them one time so I can't comment about battery life or other issues that may crop up. The buttons are easy to use and understand. I just have to get used to how to adjust it in my ear without touching the buttons, but that will come with a little more use. I did have a problem with set up using the supplied 3 foot charging cord, but a quick call to customer service solved the issue. The first connector is for the phone. You have to slide the unit apart to reveal the connector for the headphones. A more technical person probably would have realized that. But I am very happy with the wireless set up and the comfort of the ear pieces. No more cord getting in the way of my workouts.
",1,0.9011,0.5984375,1.0,1
543,543,Darryl Mills,"
Lesson Learned


Before I purchased Senso, I purchased my first pair of wireless headphones for a friend a few weeks ago. Seemed like a great idea, so I got another pair for myself as well. When I went for a run, they continuously fell off my ears, and sounded muffled. Then less than an hour later, they  needed to be recharged. I knew I’d never use them again and was sorry I had purchased a pair for my friend.I looked at different wireless brands in the electronics store, but the prices were insane. Some as high as $300.00.I went online and saw Senso and thought I’d give it a try.The Senso Ear Buds are excellent! I was so happy with the fit, the sound, the price and the accessories that I immediately purchased a 2nd pair for my friend. I can’t imagine purchasing anything else.
",1,0.9743,0.5135714285714286,1.0,0
544,544,Catbike ,"
Great value.


I don't leave many reviews, but I feel compelled to comment on these headphone since I'm so pleasantly surprised at the quality on offer at this price point.  There are a number quite nice headphones at even $30-40, but closer to $20 you're more likely to find tinny, lackluster garbage, especially for wireless headphones.  Though these cannot compete with some of the more expensive wired Shure and Etymotics headphones I own for overall sound quality, they hold their own remarkably well at ~1/5 the price.  Bass is overrepresented, which is not my preference, but what's there is not muddy; rather, it's surprisingly full, and it gives a lot of full sized headphones a run for its money. Sound isolation is moderate; these aren't earplug style headphones and they let in some outside noise, but there is definitely a significant reduction.  I can't verify the advertised battery life, but I get through a full day of heavy use no problem, and the controls are all conveniently located.  I've been using them much more than I initially expected despite owning several more expensive sets of earbuds with objectively better audio quality, as these are good enough for a lot of listening and more convenient.  I'd be happy with them at twice the price; at around twenty bucks they're an absolute steal.
",1,0.989,0.6110294117647059,1.0,1
545,545,Deserae,"
Buy These, Don't Hesitate!


I was skeptical about buying these $23.97 Bluetooth headphones, but the first day I tried them I have loved them since (a year later)! These are perfect. They're light weight, & fit to my ear (had extra fittings) that don't fall out during intense running.  They have a warranty, and come with a nice case to carry them around (though honestly I just throw them in my bag and they're safe!  I also use them at work, usually just putting one plug in and hanging the other one around my collar.  Great sound, great quality. I love that I can change songs and the volume with a touch or two of a button.  The battery isn't super long, maybe 45 minutes max, but that's really all I need them for.  I can walk across the room without my phone, but can't go too far.  I have only ran out of battery once during a long day at work.  The charge time is fast, so not much of a worry!  I would buy these as a gift and recommend them to family and friends.  I'd pay more money for this quality!
",1,0.9943,0.5675925925925925,1.0,1
546,546,TomT,"
Tremendous value with exceptional features


I have used the SENSO headphones now for several weeks now in my daily fast walks. At first, the controls seem a little difficult to find (they are really small) but once you get used to it, they are fine. The instruction diagram is also very small, and not easy to follow. Haven't had any incoming calls so far, so no feedback on this. The main thing however, is that the phones are light, comfortable, remain in place when fast walking, and produce good sound with excellent stereo separation. Possibly a little heavy on the bass, but that could be my high frequency hearing loss. The only small thing is that there are occasional momentary sound level reductions lasting for about a second (on both radio stations, Slacker & Pandora). Don't think it is a Bluetooth glitch, but is not really an issue I am concerned with.I would definitely recommend them (have bought two sets).Tremendous value with exceptional features.
",1,0.9463,0.5389393939393938,1.0,1
547,547,KayBee,"
Good headphones.


I bought a pair for use at work, so I cannot comment on using them in an athletic sense. It is nice to leave my phone in my desk and not have to worry about catching the cord on anything. While in use I am generally no more than 20 feet from my desk and cut out from distance has yet to ever happen.I use them to listen to music, podcasts, and audio books, exclusively. I do not use them for phone calls so I have no input on that.The bass is surprisingly 'bassy' which is entirely welcome. The sound quality in general is every bit as good as a pair of wired headphone I paid twice the cost of these for.I get probably right around eight hours use out of them before needing to charge them.They connect via Bluetooth quickly and stay connect so no problems there.The button placement, and usage are fine as well.They are comfortable to wear, which is a big plus because I have kind of small ears, and its usually an issue with other headphones.All in all, these deserve five stars especially since they are on $30.
",1,0.948,0.5880357142857143,1.0,1
548,548,Craig Wiley,"
these seems to have one of the better sound qualities


Of the several inexpensive Chinese BT head sets I have tried, these seems to have one of the better sound qualities, however, the over-the-ear loops don't do anything, they are too high to rest on my particular ear profile.  Nothing unusual there, just an average white male.  Returning these instead of getting plastic surgery.  Really disappointed that the ear hook cannot be adjusted, should have some sort of embedded bendable memory structure, or an alternate (smaller) ear hook.Bought these ear buds for the gym, hoping they would stay in place for running on the treadmill, etc., but the only thing holding them in place is the ear bug themselves.I just got a pair of Anker SoundBuds Sport NB10, these seems stay in place very well when active.  Will be trying at the gym this week.
",1,0.8638,0.4068518518518518,0.0,0
549,549,Mlkthemom,"
""Low cost - high quality"" it seems Senso ActivBuds are a Unicorn!


So far I am beyond pleased! Not only was the cost much better than  other comparables on the market my Senso Activbuds are exceptionally clear! I don't know what I expected I guess because the cost was reasonable I just assumed they would work crappy. Honestly I could not believe how easy these were to install and how well and comfortably they fit around my ears, plus I love that these came with three separate sizes for the ear inserts, not to mention all the little gadgets - like an additional charger for my iPod - fantastic! The truth is I usually don't even like to give reviews unless a product is exceptional and thus far this one is so I will just say don't bother wasting hundreds on the larger name-brand competitors because Senso works perfectly!
",1,0.9832,0.6718939393939394,1.0,1
550,550,Kaimanah,"
Bang for the Buck and then some...


I've enjoyed better sound acoustics with other corded earbuds, like Beats, but it is still very good, especially for wireless. The sound quality is better than some expensive earbuds I've tried and not too far below the better ones I've used. I waited a little bit to test durability and so far, it's holding up well. The ear hooks are a little too floppy but having a hard hook would probably be uncomfortable. I've used it at the gym and so far, it's kept up with me. You will get static if it is too far away from you. Despite, what it says in the informational booklet, you do not have 3 feet of coverage. I don't believe it gives you the full 8 hours of playtime but I do fast forward and answer calls frequently so that may take up some life. I can go through the day without having to charge, which is about 3 hours of play time; however, I would not be able to go through 2 full days, maybe 1.5. It gives you some choices in size of silicone ear pieces, depending on whether you want more bass. Only 3 choices, but that's enough for me. I do highly recommend them, especially for the price. This is now my go to buds going forward. I find no need to go back to corded sets. If they last over a year, I will consider them fantastic as some of my expensive buys have not even lasted a full year.
",1,0.9772,0.6336666666666666,1.0,1
551,551,Vee,"
Good product, great customer service


Edit: I recently had to contact customer service because of an issue with these. Not only was the service friendly but it was SPEEDY. All communications happened in the same morning and my replacement earbuds were shipped out that same day.This is my first pair of Bluetooth earbuds and I have to say I'm enjoying the experience. The product is easy to configure and is an overall great pair of earbuds. The part that goes over the ear is very comfortable and I appreciate that even more since I typically dislike the type of buds that go into the ear. I get about 7 hours continual use with each charge. It blocks the sounds of the office perfectly, sometimes a little too well. These are also a MUST for me in the gym. It keeps me focused on my workout and not the sounds around me.
",1,0.9889,0.5509803921568628,1.0,1
552,552,Tom Hammond,"
Great Value - Great Sound


Love these!  First set arrived and, while they did work, when charging the red light never came on.  Contacted customer support and they said send 'em back and they would replace them.  Not only did they replace them, but Amazon sent the replacement set before the original had actually returned to them.  Gotta love that kind of support.  New set work perfectly.  I wear them when cutting my lawn.  Sound is great (not much bass, but what can you expect from such small speakers) and I have no issues hearing them over my mower.  I am very happy and would recommend these to anyone in the market for an inexpensive wireless headset solution!
",1,0.9926,0.581267217630854,1.0,1
553,553,Gary Quiring,"
Ok sound, bulky case, would prefer USB-C charging port


The headphones sound ok but I noticed they were tinny with no bass.  I had to play around with the equalizer on my Android music app to get a better sound.  I'm using a Pixel XL with PowerAmp.The case is nice and solid but it's bulky.  No way is the average person going to carry that in their pocket.  It a circular case with a 3 1/2"" diameter and is 1 1/2"" thick.I really like when you turn these off it makes a voice announcement in the buds.  My prior headset it was always hard to tell if I shut them down or not because there was no verbal indicator.I was disappointed that they don't use a USB-C port for charging.  When are these manufactures going to realize USB-C is the new standard.  There is a red LED on the headset to indicate when it's charging.
",1,0.5704,0.3852833894500561,1.0,0
554,554,Michael Mendes,"
Get off your butt and be cool, you idiot


My review stars are based on what they are for the price and for how much ass it gets you. Dont just take it from me, ask your mom. Don't go expecting Bose quality or anything. I've had these for almost 2 years now and they're still going strong like aids. I run allot for work. I've never had them die or stop working for any reason. But don't run a marathon and get mad at me cuz your slow ass can't run over 26 miles in a fast enough time to still have some music. I don't keep them in the case. I'm not gentle with them. I do clean built up earwax out of the removable ear bud peice. Running for over an hour is enough running for me. Plus I got knee problems, but I don't think that comes with the headphones.
",0,-0.9106,0.6257575757575757,0.0,1
555,555,Anthony A.,"
Incredible quality for the price!


Right when I opened the Amazon brown box and saw the packaging I new these were going to be a quality set of earphones. Opening up the sturdy packaging presents you with yet another well designed carrying case that contains the earphones and all of the extra bits for swapping the ear tips and cable management. To top it all off, they've included what seems to be a really quality cable that can be switched between micro USB and thunderbolt for Android or iPhone users.Now on to the quality of the headphones themselves: the construction is very nice. I wasn't sure of the ear loops (?) because they looked a bit floppy at first look but they perform their function very well while maintaining comfort. The button operation is very straightforward and easy once you go through the initial reading for it. And finally, the sound quality is pretty amazing. The bass can seem a tiny bit muddy at times but at this price point the sound could be considered excellent. My girlfriend has the Jaybird Bluetooth headphones which are much more expensive and there really isn't much of a difference in the sound quality. The button operation is also better on these Senso phones, in my opinion.
",1,0.9874,0.5589736652236652,1.0,1
556,556,Justin Morris,"
Loved them... for about 4 months


Edit: Senso ended up contacting me after finding out my previous set went out and had me do some troubleshooting to test it it just needed a factory reset. It turned out to be a bad set, so Senso sent me a new set and I couldn't be happier with their customer support!Pros:sounds goodFits snugBattery lasts 3 hours at the gym.Cons:After 3 months charging light stopped workingAt 4 months battery started to drain when not connected to charger.Now at 6 months it still sounds great but randomly will try to call the last number dialed while I'm working out.Honestly, I love the feel and sound of these headphones. I actually chose them over my x2 earbuds.Side note I used these almost every other  day for 4 months. So I have gotten some use out of them. That's why I'm giving them 3 stars.
",1,0.9082,0.46496212121212116,1.0,0
557,557,Netra,"
Updated: GREAT COSTUMER SERVICE. SHOP WITH CONFIDENCE.


These ear buds were amazing. Great sound quality, settings, look, etc.. Then all of a sudden one day the left ear bud stops playing audio. I always keep it in the handy case it comes in and only use them when I watch videos and workout. I'm pretty sad because these are my favorite. I resistered for the warranty ages ago but don't know how it works.Update: SENSO has some of the best costumer service I have ever dealt with. I emailed them about the problem and they responded within 1-2 hours. At first the representative tried to help me with a possible fix to the issue but after it didn't work they sent me a new pair of headphones free of charge.Also I ended up purchasing a new pair because I stepped on the new ones but I didn't have the 10% off promo code that you get from buying them. I sent a short email to SENSO and the rep responded quickly once again and profided me with the code. AMAZING COSTUMER SERVICE.
",1,0.9835,0.6522366522366524,1.0,1
558,558,Little Pecan,"
Well designed


I have tried other Bluetooth ear buds and did not like them because I could hear swishing noise while I walked.  These are surprisingly comfortable and have really good sound.  I didn't change out anything even though they come with several sets of ear buds.  They are easy to operate, stay comfortably in my ear but not too snug.  I have another pair of custom fit noise canceling earphones by Sensaphonics which are wonderful but they really do isolate out other noise and you can't still carry on any conversation if necessary.  I like these reasonably priced ear buds because they cancel most of the outer noise but not all of it.  Very pleasantly surprised.  The only complaint I have is that the marking for left or right ear is almost impossible to see even with a magnifying glass.
",1,0.9622,0.575952380952381,1.0,1
559,559,White Eagle,"
Extraordinary Sound, Functionality, Reliability, and Exceptional Value


Purchased these SENSO Bluetooth Headphones on a tremendously discounted flash sale and frankly wondered whether this price cut was due to excess inventory, inferior quality, or some form of product recall. To the contrary, these SENSO headphones are among the best of five different brands that two of my family members (one a nationally renowned fitness athlete and Krav Maga instructor, the other a female triathlete and physician who needs serenity when transcribing medical records) and myself have worn in rugged environments and almost daily use during the past two year. The other products included good-to-top-of-the-line offerings from Bluephonics, TaoTronics, Phaiser, and another manufacturer. Only the superior sound, better battery life, and overall quality of Tsumbay's product (Wireless Headphone Active Noise Canceling Bluetooth Headphones, Sports Sweatproof Earphone with Mic APT-X HiFi Stereo Sound 8 Hours Battery Life for Cycling Jogging Gym) was in the same league. Albeit at a much higher price point. The SENSO pairs easily, is comfortable and almost too secure with rapid movements and gyrations. It appears immune to heavy sweating and light rainfall (I would not test this or any water resistant/waterproof headset in the shower or a torrential downpour, but imagine it might just keep on playing.) Several of the other headphones mentioned either crapped out after 30-60 days of use or did not stay in position when transitioning from running-to-biking-to-rowing type environments. The packaging and charging accessories SENSO features are terrific. Beyond anything else, however, the 24/7 LIVE Support provided was phenomenal. I had a question about the capability of connecting two devices at once (iPhone, iPad in my case) and Customer Service picked up on the first ring--on a weekend, no less. The rep (Nideen?) was professional, knowledgeable and courteous. And responded without hesitation to my question and a potential work around. The one year, hassle free warranty is also a plus. One note about the box of goodies and accessory chargers. The short charging cable accommodates the iPhone 7/7+, whereas the 3 Foot elegant charging cable facilitates all other charging connection hardware (iPhone/iOS, Android, MP3, etc.).
",1,0.9869,0.5054166666666667,1.0,1
560,560,Paul,"
Great for the price


Sound quality is good. Much better than what I expected for $35. Pairing happened right away. Not sure the range but i keep my phone in my pocket or hand and they never cut out. They come with multiple ear adapter piece things(not sure what the term is :p). I had issues while jogging with them at first as they would fall out constantly. They come with a red ear plug feeling adapter that worked great for running once I used those. 6 miles and they didn't even budge. Those ones cancel outside noise really well so make sure to pay attention to your surroundings with those in. Headphones didn't feel uncomfortable at all after wearing them for a couple hours straight. The headphones themselves have a volume control as well as taking your devices set volume into account so they can get ridiculously loud. Definitely would recommend as a nice budget headphone.
",1,0.9901,0.5554112554112555,1.0,1
561,561,GkD,"
AMAZING for the price!


**Update as of August 2018**These are still going strong, good battery life and zero issues, other simular looking ones I've bought for cheaper have worse sound (static, delays) and just flat out die. These are still amazing.**Original Review**For the price, these headphones are amazing. I love them, and have used them for 5 months as of this review with zero issues. Are they the pinnacle of sound, no, but they get the job done.The packaging of the headphones is amazing at this price point. They look good, and I've been averaging 7-9 hours use between charges. They stay fixed during runs, I can't express more. They're not an expensive investment, give them a try, I've spent a lot more on worse sounding wired headphones.
",1,0.8588,0.5596491228070175,1.0,1
562,562,H. M. White,"
Get 'em, You'll be Glad


These were a gift from my girlfriend. Love these earphones, I've had them for about 6 months now and my girlfriend is jealous she spent all that money on her Beats. The sound quality is excellent, I wear them pretty much everyday when working in the wood shop, my work warehouse, or out in the yard with the mower and blower and the noise canceling is superb. The ONLY issue I have is that sometimes they initially have trouble connecting to my devices and I have to wait for them to pair correctly with my phone or ipad. But even after all this time they still last around 6-8 hours on a full charge and only take about 45 minutes to an hour to charge. Then my girlfriend lost her pair of Beats so I bought her a pair of these. We now both have a pair.Update: Been quite a while now and the headphones were still working great but my dog chewed them up.. so I just ordered myself another pair👍🏼 Hopefully these are the same quality as the last two pair I received.
",1,0.9428,0.5563725490196078,1.0,1
563,563,Michael North,"
Good audio but the main control button is poorly designed


These earbuds have pretty good sound quality. I'm not going to complain about that. What I do take issue with is the design of the controls. There are volume +/- buttons and one multi-function button. The multi-function button only responds to how long you press it for. A quick press is play/pause, a two second press is skip, and longer than that turns it off. The only other function on it is re-dial. I don't know why, but I guess that's an important one. The multi-function button is positioned directly over your ear canal so any attempt to mess with it drives the device deeper into your ear, which, for me at least, ranges from unpleasant to painful. I've also never had the skip song function actually work. It beeps like it did something but then nothing happens.While this is a good headset for listening to music, it's a very poor remote-control. Considering the impressive range of control offered by a single button on other earbud options, I'm very disappointed with what's offered here.
",1,0.6232,0.5871047619047619,0.0,0
