,Unnamed: 0,Name,Review,Sug/Com,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
343,364,Just Me,"
this one is the best


I was once a skincare developer for over 20 years.  this product has everything you need, it does not smell too strong, and it does not sit on the skin and melt and run into your eyes when you get hot.  i will use this one as my final skincare item choice i will ever have to make.
",1.0,1,0.3607,0.7208333333333333,1.0,1
344,365,Krissy,"
Results vary so start slowly with small amounts every other day


I have only been using this product for about 1 month now but I do like the results so far, my skin is not too oily and not too dry so it seems this is helping the moisture balance. I was able to start using this everyday with no irritation after a week. My skin looks better with the makeup on since I've been using this product. I imagine like everything else the results vary and how quickly someone see's results as well but this is a good start. I really appreciate their customer service support, they provided a product guide and even send communication to follow up on your progress. This is so unique in this industry today.
",1.0,1,0.9877,0.6,1.0,1
345,366,E. Glenn,"
I would recommend this product for men


This is a great product for men. It helps decrease the deepness of your lines and eliminate some of them. It also evens out your skin color and makes it brighter. However if you have any skin cancer avoid putting this product on it. It made mine that was in mild condition break and bleed. I quit using it on that spot and everything was fine after that.
",1.0,1,0.7184,0.5833333333333334,1.0,1
346,367,Melissa,"
No need for foundation anymore!


I love this cream! I read in the reviews people don’t need to wear foundation anymore, I thought wow that would be nice but I was skeptical. I’ve been using it for almost 2 months now and it’s true! My skin is so much more even now. I wash my face with Humane face wash and I also use Humane toner, then I put this face cream on, morning and night. It’s cut down my morning routine time by a lot! Now all I do is brush my face with some powder and I’m done! Love it! I’m still on the same bottle, so it lasts awhile! Also I tend to get cystic acne on my chin. I rarely do now and even if I do it’s not painful and you can’t even tell because my face isn’t red and it goes away quicker.
",1.0,1,0.938,0.5886574074074075,1.0,1
347,368,pyoo,"
Acne :(


Unfortunately this made me break out in acne. I haven’t had acne in 15 years. :( may not affect your skin.  I stopped after about 2 weeks when I figured out the cause.
",0.0,0,-0.8442,1.0,0.0,0
348,369,Eileene P.,"
71% Organic Retinol Cream


I was looking for a retinal cream that was affordable. Doing research on Amazon I came upon this LilyAna 71% Organic Retinol cream. The ingredients are for the most part plant-based. The smell is pleasant. Prior to my receiving my shipment, LilyAna emailed me directions for use which I have found helpful. I have used it as recommended for a few weeks now. The smell is pleasant and it has a creamy consistency. When I first used it I had an irritation on my nose from a clogged pore. After the first use I noticed the next morning minor flaking on that area of my nose, and that area of my nose has healed completely. I also noticed that the bags under my eyes were diminished after the first use (which is a plus). Other than that I've had no issues with the cream. I think I need to give it more time for all over results with fine facial lines. This is a very affordable product with a money back guarantee.
",0.0,1,0.8481,0.3416666666666667,1.0,1
349,370,Sam,"
Great simple retinol cream


Non irritating product that makes my skin feel so plump and smooth and seems to help with acne! I have relatively normal, slightly sensitive skin and this feels great on it! I even have my husband using it and it seems to be helping with his skin texture!Been using it consistently for over a year now and still love it!
",1.0,1,0.9474,0.6174603174603175,1.0,1
350,371,Janelle,"
Give me allergy , cost me more money to sent myself to the doctors office.


This produc cause me money because i sent myself to the doctors office after I user it swollen All my Face for 5 days family cant even recognize of allergy reaction of this product my advice is what ever you wanna try to your Face testing first on your skin hand if started feel ichy stop using , its not about product sometimes it defend hows sensitive your skin ask doctor first before try something new not gonna hurt than take a risk to your skin I learned my lesson from this product.
",0.0,1,0.3971,0.5042424242424243,1.0,0
351,372,CAA,"
Good way to start your retinol regimen, lightweight yet very moisturizing, gentle on skin


I started using this cream on my forehead to erase fine lines and prevent lines between my brows. I would say it’s effective as I gradually noticed my skin improving. Then, I eventually started using it to my whole face and neck morning and night. This is a gentle moisturizer without scent. It calms my skin particularly after using a very strong retinol serum in the morning or retinol face oil at night. I don’t my my skin gets dry when using this, unlike other retinol products. I also like the packaging - pump style so the product stays fresh and uncontaminated. I re-purchased another bottle recently as I do not want to use any other face cream apart from this.My morning routine is retinol serum, then this retinol moisturizer, and finally a sunscreen. It’s light enough for this morning regimen. At night sometimes I use a retinol face oil alone, or the same retinol serum plus this face cream.  This moisturizer is gentle enough to put around my orbital lobe/eye area and I’ve stopped using eye cream. I am overall pleased with my purchase. Thank you LilyAna team.
",1.0,1,0.9785,0.5550757575757576,1.0,1
352,373,Andy Contreras,"
Best cream I’ve ever purchased!


I’ve been using this for a little over a month & it’s been amazing! I saw results after about 2-3 weeks. The texture of my skin has drastically improved! I’ve had family & friends comment on how great my skin looks so I know it’s not just in my head.  I have combo, sensitive skin with rosacea tendencies and this cream has even helped with that, definitely see less redness. Wish I had taken a before picture :/  Trying the eye cream next!
",1.0,1,0.9726,0.5462962962962963,1.0,1
353,374,Robin Littman,"
Best retinol product ever


We tried this product based on the ratings. We were initially concerned about using retinol products which can be quite irritating after a few applications. But not LilyAna’s retinol cream. No irritation and a thin application make this an easy product to use. After six months of use, my husband and I have noticed our age spots and acne scars, blackheads, pores, and fine lines have diminished significantly, and our skin is softer and smoother. Since such a small amount is used, you really get your money’s worth.
",1.0,1,0.9082,0.45486111111111116,1.0,1
354,375,Lyndsey C.,"
The only retinol to work with neck and under eyes


I have used so many different retinol products and they ALL made my skin red flaky and inflamed. My face would be painful. This product is completely different. I feel so moisturized after using it I hardly feel the need to use lotion on top. It makes me suspicious that this is even actual retinol because it is so gentle on my skin. I’ve noticed evenness and brightness in my skin with just one bottle. My under eyes even respond well to it. My neck and under eyes pretty much reject every product I use, but not so with this one. Literally have found a gem.
",1.0,1,0.2431,0.5618055555555556,0.0,0
355,376,Amazon Customer,"
This is Good Stuff


Started using this mixed with an under-eye cream because I'm 28 and recognized the time is now to start taking care of my skin better. I'd been using moisturizers off and on for a while.I now use this regularly, have for about a month, and my skin looks substantially better than it did. And I only use it once a day instead of twice. The first time I ever put it on it burned a little bit (which is normal) and that subsided. Slowly but surely, my skin cleared up, small wrinkles are a bit less noticeable, and I feel more confidently in my skin. I'll definitely buy more of this and keep using it. My girlfriend even started using it so we'll need to re-up sooner than later.Make sure you wear sunscreen when you go outside, though, just like it directs. Luckily its winter so the sun isn't too strong, but I have come inside after spending an hour or two outdoors in the morning after forgetting sunscreen with red skin which almost never happened to me before using this. We'll see what summer is like! If this just forces me to be more diligent about sunscreen usage (which is also essential skin care) then so be it.
",1.0,1,0.9879,0.49186253561253573,1.0,1
356,377,Amazon Customer,"
Subtle difference


Subtle difference. I do feel like it's helped my skin look more youthful. It dries out my sensitive skin after use so I normally apply another moisturizer too to combat that. I think it's helped even my skin tone. I try to only use it on my neck and around eyes because it makes me break out when used around my mouth. I'm going to try other brands but I would could back to this one. In the photo the left is most recent and the right side is before.
",1.0,1,0.2135,0.4758928571428571,0.0,0
357,378,Kelly Seven,"
Just ok


I was really excited to try this retinol facial moisturizer after reading all the great reviews, but after almost a year of using it, I doubt think I'll purchase again because I haven't really noticed a difference in the wrinkles or hyperpigmentation on my face. The moisturizer is light enough but I still feel a little oily after applying it in the mornings and evenings. In the mornings, I have to use powder to matte the oily look. I have very sensitive skin and will break out if I use new products, but my face didn't break out with this moisturizer. I liked that it didn't smell and has lasted almost a year now! Worth trying but not for me.
",0.0,1,0.7957,0.5212121212121211,1.0,0
358,379,Dolores~,"
Gentle and Moisturizing


Cream goes on smooth and doesn't irritate my sensitive skin. I put it on at night before bed and when I wake in the morning, my skin feels extremely soft. I don't have an issue with blemishes so can't speak to the product's claims as far as that goes. But, I am happy with its effect on my skin. Very good product.
",1.0,1,0.9178,0.7614285714285716,1.0,1
359,380,Ssuan,"
Nice moisturizer with Retinal


I really like the Retinol cream from this company.I received  it well packaged.It dispenses easily from the container .Easy to use full measured or partial pump.I dont recall any smell and if any it must be slight or none at all.The cream absorbs well and is effective. I know it was effective as spread everywhere as directed.I also choose to include my  lips After a couple of days my lips were feeling dry and tingly..So I knew it was working me for without usual side affects possible with Retinol use.I have had great follow up instructions of use from the Company that makes the product.They were also wanted to hear from me about how I liked the Retinol Cream.Unusual in this day and age.I willl buy more of their products.
",1.0,1,0.9792,0.6107142857142857,1.0,1
360,381,Heide,"
Love for Lilyana Naturals


I love Lilyana Naturals!  A month ago I bought the Retinol Cream with Hyaluronic blend and the Face Cream Collagen Building complex and I alternate these from day to day, and the Vitamin C Serum that I use every day. I also bought the Charcoal face scrub.  I have been very pleasantly surprised and last week noticed myself reaching to touch my face because it was so smooth and looked great.  I am glad I switched to Lilyana.
",1.0,1,0.976,0.5351851851851852,1.0,1
361,382,Songsmith,"
Better than expensive brands!


Wow! Been doing a comparison between this product and more expensive but comparable  neutrogena cream. No comparison needed. This stuff is better, hands down!  It takes far less of this to do my face/neck than with the Neutrogena. And, the dispenser top delivers the right amount without me going back for more. Just the right amt for face and neck, plus a bit left over for my hands when done. Absolutely only possible criticism is that it was hard to get open the first time. The plastic protector round the pop-off cap just didn't want to come off. Other than that, best product I've ever used for softening, moisturizing, and minimizing fine lines and wrinkles!
",1.0,1,0.8907,0.5115410052910053,1.0,1
362,383,MorganP,"
Caused My Skin to Breakout


I really wanted to like this product a lot because I love the Vitamin C serum they sell but unfortunately this product causes my skin to breakout. I would consider myself to not have super sensitive skin so I was bummed that this happened. If you are looking for a great product, check out their Vitamin C serum. So worth it!!
",1.0,1,0.876,0.6023809523809524,1.0,0
363,384,Adam Zarett,"
Finna


Sooo good ,! I would drink it if I could , I like to apply it with a derma roller at night . In the morning I wake nice and plump . Finding a retinol cream that does not burn my skin or leave dry patches has been very hard until I found this one! So now I’m able to reap the benefits of retinol without having to treat skin problems! I love it and I am a customer for life.
",1.0,1,0.8757,0.6881944444444444,1.0,1
364,385,rachael,"
Hidden


I bought this because of all the reviews & I was so hoping i would love it.. & I’m OBSESSED! will definitely 100% repurchase monthly. this product has giving me better results than any luxury skincare retinol I’ve tried. it soaks into the skin perfectly! it’s not like a typical retinol that leaves my skin burnt and peeling. it’s so affordable, BUY IT! you will not regret it. for reference I’m 29, with normal to dry skin & I’m a skincare junkie so I’ve tried my fair share of retinol.
",1.0,1,0.9725,0.6583333333333334,0.0,1
365,386,LF,"
Doesn't irritate sensitive skin.


I can't honestly say I notice a difference in how my skin looks, but I always seek retinol &/or AHA. It seems to be running out pretty quickly so I'll go back to another similar I tried. Also, when moisturizers have a pump, it is really hard to get the remaining cream out. Here is the other one I'm referring to: Anti Aging Cream For Face - Best Moisturizing... Derma-nu Miracle Skin Remedies. Another advantage of the latter is that it's a screw-top so no problem w/ getting every last expensive remainder. An excellent point on both of these is that neither irritate my dry, sensitive, redhead skin. A different brand I bought here had great texture but stung my skin, especially if your skin is too damp.
",0.0,1,0.9875,0.5901960784313726,1.0,0
366,387,KMC,"
Good value and works great


I've had prescription retinol products in the past, so I've used some pretty strong stuff. I think this is up there in terms of effectiveness without the harsh drying I've received from prescription strength stuff. I use it to fade hyperpigmentation and acne scars and it's really been working well even after the first use. It's strong enough I don't use it every night because it does make your skin delicate and peel. I use it in conjunction with a retinol/glycolic peel I also got off Amazon (not at the same time, I just use both) and there's been no excessive irritation. My skin is looking great and it helps keep acne flairs down too.
",1.0,1,0.9875,0.590925925925926,1.0,1
367,388,A. Ellis,"
Won't be buying again...


I was looking for a product that would even out my skin tone and color. I am 41 years old and am starting to see some discoloration. I have extremely oily skin and usually use an oil-free moisturizer but decided to give this product a try. After using it every day and using the entire bottle...I noticed absolutely NO difference in my skin. Might work for some, but it sure didn't for me.
",0.0,0,-0.3376,0.5662698412698413,0.0,0
368,389,Sara,"
This is the Good Stuff


I usually use Roc face lotion products, but those are very expensive. I found that I like this retinol face lotion better than Roc. It is lightweight and the scent is indiscernible. You only need to use the tiniest amount for your whole face and neck. My skin is oily and I’ve struggled with acne since I was a teenager and this is still great for my skin as well as my husband’s whose skin is very dry and sensitive. This is definitely my new daily face lotion.
",1.0,1,0.9571,0.5949586776859505,1.0,1
369,390,S. Chen,"
Allergic reaction on my face


I was excited to try on after seeing all these good reviews.  I only apply a thin layer at night.  The second night I used it, I feel hot on my face.  I thought it was because the weather was warm, but no.  After 30 minutes, my face was red and swollen.  I washed it off and place ice pack on my face.  The redness and swelling didn’t go away until 4 days later.  If you have sensitive skin, please test it before using it.  I am wondering if I can return it since it’s not suitable for all skin type as advertised.
",0.0,1,0.6652,0.5727272727272728,1.0,0
370,391,SHERRY L FLAMINO,"
I thought it was great. I started using the cream as soon as ...


I was sent an e-mail prior to the cream arriving explaining how to use it, I thought it was great.  I started using the cream as soon as it arrived, and nothing happened so I used it every day and still nothing.  I have used it for almost one month and I have not seen any change. I am disappointedin the product.
",0.0,1,0.8481,0.5,1.0,0
371,392,Brittany,"
Made my skin break out...


I ultimately ended up returning this for the fact that it made my face break out terribly. I even tried to continue it for a week+ Using it at night before bed, thinking maybe my skin just needed to break out and then it would clear up, but that wasn’t the case. Had really high hopes based on all the great reviews, but it just wasn’t for me. It wasn’t a light cream, but wasn’t overly heavy, which was nice. Generic lotion scent. For reference, I have combination skin and can’t usually wear a face lotion during the day without it making my skin oily.
",0.0,1,0.9321,0.6123333333333333,0.0,0
372,393,Qwerty,"
Glowing skin


I have slightly sensitive, really really oily skin, and occasional acne. I bought this because i have been trying to get rid if some acne scars from my teenage years. I have been using this for about 6 weeks and my face is *glowing*. It makes me so happy, my complexion has definitely improved and my skin is more creamy, like peach skin. I love it. The cream itself has a nice consistency, creamy and lightish, very very light smell, I use about one pump per night. I don’t use moisturizer on top of this.
",1.0,1,0.9687,0.5668181818181819,1.0,1
373,394,william bachman,"
Retinol


This cream is awesome. Moisturized my face very well. It really has very little scent at all. I do like a light scent but at least it doesn’t smell awful. I have been using it nightly and haven’t seen any results yet but I will update my review farther into my use. I sometimes have sensitive skin and have not had any problems with this at all. I’m hoping for clearer skin and some improvement in my fine lines so we will see
",1.0,1,0.915,0.6277777777777778,0.0,1
374,395,Nina,"
I’ve finally found one that works!


I’ve struggled with very dry skin my whole life and have noticed in my early 40’s that it’s only gotten worse. I’ve tried several face creams and have stuck with this one for a little over a year now. I keep going back to it because it works and I love the ingredients. It has a slight lovely fragrance and has never irritated my skin like others have. It also lasts long before having to reapply and keeps my skin supple. I highly recommend!
",1.0,1,0.8613,0.5026190476190476,0.0,1
375,396,D. Colombo,"
Great product!


I purchased this cream just because it was offered as a lighting deal and thought...why not!  Well I am certainly glad that I did.  I spend a great deal of time in the sun for my job and  liberal use of a sunscreen does not keep you from getting dark spots and skin like leather.  I have spent large sums of cash on products trying to find the one that works and am shocked that this economical product does the job.  It lightens those dark spots and minimizes the lines.  I even use it on my arms and the crepey skin and and leather texture is gone!  My only regret is that I didn't take a picture first! I just ordered more...
",1.0,1,0.9072,0.6134920634920635,1.0,1
376,397,Patricia J. Blackwell,"
My favorite cream


Honestly, I have tried many, many different brands of facial creams throughout the years (I am 69 years old). I don't write many reviews unless I particularly find a product that I especially like.  This retinol cream (I am on my third bottle now) quickly became my ""go to"" face cream.  I reach for it every time even though I have several other products on my vanity.  It is great! My face seems to really love it and really seems to absorb it well. I have noticed some of my other (even more costly) creams seem to bead up on my face when I rub my face. I don't know how else to describe it but this product does not do that. Also, it makes my skin feel like it has been moisturized, which is especially nice because I have very dry, sensitive skin. This product is very nicely priced and works great. Highly recommend!
",1.0,1,0.9856,0.5521333333333333,1.0,1
377,398,BAM123,"
Age spot almost gone!


This product has not caused a reaction or a breakout. However, I used it for three days in a row and I began peeling not sure why I did that I have sensitive skin. Now I am using it a couple of times a week at night and that has helped. I am using a Cerave Vitamin C in the morning and this combo is making a difference. The texture feels much smoother already. And one of my age spots is almost gone. The other two are improving.
",1.0,1,0.5155,0.5909722222222222,0.0,1
378,399,Amazon Customer,"
I am 34 and never had acne until my late ...


I am 34 and never had acne until my late 20s. I blame aging, birth control, and moving to a subtropical environment. I have been having a hard time healing and clearing breakouts and scaring for the past couple of years. I've been using this product for he past 1-2 weeks and I notice a difference every day. It's gentle and moisturizing at the same time. I'm looking forward to seeing the results over time and as of now, plan to continue using each night. I don't use anything with retinol during the day (even with sunscreen) because the UV index is typically 11 where I live and it doesn't mix well with retinol. At night I use this with a retinol serum before it.
",1.0,0,-0.5594,0.462962962962963,0.0,1
379,400,AT,"
Had to stop using


I have sensitive skin. I have been looking for a good product that will tighten skin, moisturize, and not make me break out. While this product did tighten up my skin, and moisturize, it also made my skin break out BAD! Any place this cream touched face, chest, neck, I had acne, monster pimps pop up. Won't be buying again.
",0.0,0,-0.5893,0.7222222222222222,0.0,0
380,401,Headphone Master,"
Great product to provide rapid skin regeneration with skin clearing


Really does wonders , clinically proven to speed skin regeneration . You will notice your skin shed , that what you want to get rid of blemishes and pigmentation and acne marks etc.The skin sheds old skin faster then it normally would and regrows new skin w a max amount of retinol optically supplemented for better quality skin generation . Eliminates bad skin in some weeks or a month . If you have a lot of skin problems would integrate this in everyday life . Do not use in summer heat if you live in warm climate like myself in Texas . It will make your skin too sensitive and be counter productive . Otherwise amazing product
",1.0,1,0.8519,0.5767676767676767,1.0,1
381,402,jessica johnson,"
Great product!


This product is amazing I've only been using it for a couple of days and I've already seen a decrease in pore size I'm an esthetician so I have been able to try the best of the best of skincare.  I am loving this product So far I only gave it 4 stars because of this ingredient Phenoxyethanol which I know and some countries is banned. I'm hoping that this company can give us clarification on that ingredient and or replace it!
",1.0,1,0.9705,0.7583333333333333,1.0,1
382,403,MomOf3,"
Jury is still out


So far the only thing I positively don't like about this is the dispenser.  When you push down it only dispenses the tiniest bit.  I'm not sure it will last a month, feels empty.  A little does go a long way, however it takes about 3-4 pumps to get enough on my finger in order to use (about half a dimes worth).  It comes out in almost a mousse texture.  Goes on light and dries almost immediately.  So far no issues with breakouts but I don't see any real line improvement either.
",0.0,1,0.5385,0.5597853535353536,0.0,0
383,404,Krystin,"
I'm hooked!


I was a little skeptical about buying this brand of product. I was influenced from a mom I follow on Instagram. I bought the set of retinal, eye cream and face cream. I've been using these products for the past two weeks and I can honestly see a difference in my skin! I have large pores and they have noticeably gotten smaller! My skin feels very smooth, bright and healthy. I am only 29 years old, so I didn't have many wrinkles to begin with, but I wanted to start early using products that didn't break the bank. I am blown away with how great my skin looks. The last couple days I have gone to work with no makeup on because I feel that confident in my skin now. I'm hooked.
",1.0,1,0.9255,0.5424107142857143,1.0,1
384,405,Amazon Customer,"
Caused horrible breakout


I really wanted to like this product based on all of the great reviews, however after using it for about a week I broke out worse than I ever have had in my life. I have never had acne, just the occasional hormonal pimple. But this product left me with pimples all over,  and they continue to arise even when I stoped using it. The acne made my face feel hot, itchy, and flushed. I have not used this product in about a month since my horrific breakout and it is finally starting to calm down and go somewhat back to normal.
",0.0,0,-0.8209,0.4856837606837606,0.0,0
385,406,Karen Altenhof,"
Lilyana’s Retinol product has good results


For the money, this is a really good honest product for my sensitive skin. I have had Retinol creams that cost several hundred dollars.  Comparatively, Lilyana’s was as good, if not better.  I have just ordered my third bottle.  You must be patient and committed to  following the directions for improved skin and confidence will improve too!
",1.0,1,0.9677,0.46666666666666656,1.0,1
386,407,Naomi Niles,"
Reduced sun spots a ton


This cream is incredible for the price. After using every day for about 6 weeks, it significantly reduced sun spots that I've had a few years. Even without makeup, you can barely see them now. After a few more months, I'm sure they'll be gone.Only downside for me is that I feel like it breaks me out a little bit more. My face is a weird combination of oily and dry, so I don't use a ton of moisturizing products. This one isn't too heavy, but just enough to break me out in weird places, like sides of my forehead.I also haven't noticed any effects on fine lines, but that might just be a time factor.All in all though, it's worth it.
",0.0,1,0.753,0.5414930555555555,1.0,1
387,408,Diana,"
So far so good on sensitive skin


I am 48 and love the way this goes on my skin. I have very sensitive, drier skin and it goes on smoothly without being greasy. There is no smell. I bought it for the wrinkle I have gained on my forehead and the dark spots that are appearing, but it is too soon to tell any difference as I’ve only tried it a few days. Stay tuned!
",1.0,1,0.6836,0.6777777777777777,1.0,1
388,409,S. D. Bueno,"
I highly recommend it for ""sensitive skin"" !!!


It's really hard for me to find ""any"" face lotion that won't feel like it's burning my skin and finding a Retinol Cream that does that it's a treasure. It has a great and smooth feel, and I can use it once a day without any side effects. I will not say it's a miracle cream and I look 10 years younger already but I really like this face cream and I have been using it for over 10 months.
",1.0,1,0.8782,0.49023809523809525,1.0,1
389,410,Hannah,"
Sensitive Skin


I've enjoyed this product and have noticed my tired new-mom-face has become more resilient. However, the product is a bit strong. I would wash my face with soap and then put it on but it stung. I have been washing my face at night, using a night cream, splashing water on my face in the morning, and THEN using the retinol. My skin doesn't seem bothered when it's properly moisturized first. Just a tip!
",0.0,1,0.623,0.5666666666666667,1.0,0
390,411,BL,"
Great for oily skin that breaks out


Love this retinol moisturizer! I will purchase again. My skin has been breaking out on a regular basis recently and nothing I was doing seem to help much. I’ve been using this moisturizer once in the evening and sometimes in the morning for three weeks and my skin has cleared up. Right now it seems like I have areas that appear flakey so I’ve been using a scrub while in the shower to help with that side effect. By clear up I mean my skin is breaking out much less than it was but still does. I feel more confident in how my skin looks.
",1.0,1,0.9396,0.44395188145188147,1.0,1
391,412,Ecomel,"
Love this stuff!


I'm 46; I consistently see a difference in my skin when I use this product vs when I don't.  I've had issues with retinol creams irritating my skin, but I can use this one nightly with no issues.  I recommended it to a friend who also has sensitive skin, and this is the only retinol she's been able to use without problems.  I use this in the evening and the eye cream as a moisturizer (with Supergoop setting powder with SPF) during the day.
",1.0,1,0.8166,0.6958333333333333,1.0,1
392,413,mlm,"
Love, Love, Love this stuff


Your face is so soft after using this , their is hardly any scent which I like.  It makes your face feel tight kinda , I have been using for 2 months and I am still on first bottle, it does not take a whole lot for the face, but you will love this stuff and I have noticed that the few lines I had around my mouth area are going away also. I will be ordering another bottle after this one because I am a fan now just by the way my face feels.
",1.0,1,0.9538,0.44107142857142845,1.0,1
393,414,Julie in KY,"
Finally, a winner!


I was hesitant to spend $20 on a small amount of moisturizer but saw so many people happy with it. My eyes are easily irritated by creams like Loreal, Olay, etc, but this cream did not cause any irritation at all. After the first application, my skin felt great. After a week of using it twice per day, my skin was noticeably smoother and always soft. After nearly 2 weeks of using it twice daily, the lines between my brows from where I squint at my computer all day are less noticable now. I'll definitely buy it again. Thanks!
",1.0,1,0.9787,0.48717948717948717,1.0,1
394,415,Amazon Customer,"
My best amazon subscription!


I give this to people for Christmas, lol. This is by far the best moisturizer like this on the market for the price. My wife and I have both used this moisturizer at night and in the morning for the better part of 3 years now and it was my first amazon subscription, lol.I can definitely see a difference in my skin when I haven't used this moisturizer in a while; it gets duller and my complexion is uneven. This moisturizer pretty immediately brightens up my complexion and helps me look dewy without being oily.I apply a serum and let it dry for a minute or so before using this moisturizer. That + korean sheet masks + lack of sugar have been a winning combo for my skin.
",1.0,1,0.9812,0.5621212121212121,1.0,1
395,416,Denise Wakeman,"
Works as advertised


Ever since I read about LilyAna Naturals retinol face cream and tried it a couple of years ago, I've been a fan and continue to reorder. Dark spots on my forehead have become much lighter and my skin feels smooth and hydrated for hours after application. I generally use it morning and night. I've also recently purchased the retinol serum and the vitamin c serum to use in tandem with the cream. I also appreciate that the product is made in the USA by a family business. It's the kind of business I look for to support. Thank you!
",1.0,1,0.8932,0.4583333333333333,1.0,1
396,417,Jennifer,"
Something to Write Home About!


Amazing product! So glad I bought this after struggling to decide if a $20 cream could be worth it. It totally is!This was my first retinol product and it has been very gentile. My mom and sister even asked what I had been using since my skin looked better than ever.
",1.0,1,0.8741,0.5547619047619048,1.0,1
397,418,Debbie Degutis,"
My all time favorite skin cream


(Note: As an Amazon shopper, always be careful when you see a lot of reviews hitting in one time period. It means the vendor did some sort of promotion to encourage the reviews. Not a bad thing, and I stand by this product, but something to pay attention to when reading these.)This is the only product I have on a subscription via Amazon. Within days I remember seeing a difference in my skin. And now, after more than a year, there's no way I'd want to go without it. A cab driver demanded to see my driver's license when we talked about age - he didn't believe me when I said I was older than him.Of course, not all creams work for all people. I'm fortunate I found the perfect one for me - fewer lines, better skin tone, just all around better. I've used lots of very expensive stuff on my face - this has provided the most visible results with the least impact on my wallet.
",1.0,1,0.9627,0.693076923076923,1.0,1
398,419,Kandace Burton,"
Sadly, didn't work for me.


This product may be good for some people, but sadly it didn't work for me. I've been using this twice a day for one month. I thought I saw improvements for a day or two but other than that my face has constantly broken out. Not just one or two, like a face full of cyst-like pimples and also little tiny ones. I have been going to the dermatologist since age 13, and this seems to have undone everything! Will be returning to my prescription Epiduo to clear things up.I had high hopes about this product, and I was wishful in thinking it would clear my skin of acne scars so I wouldn't have to cover up with so much makeup. Instead, it brought back teenage acne. I don't think it's really to blame on the company, it just works for some people and didn't work for me.Sincerely, super sensitive skin.
",0.0,1,0.9006,0.48225490196078435,0.0,0
399,420,Amazon Customer,"
horrible results


I  tried using this retinol moisturizer for several months. I finally needed to just stop. It gave me cystic acne ALLLL over my cheeks, chin and forehead. A skincare nightmare. Typically, I have very little to no acne. I was only trying this product as a gentle anti-aging cream. I was sadly mistaken. BIG TIME! Im still left with SO MANY acne scars that Im slowly healing with aloe vera and Vit C. I cannot recommend this product  AT ALL and please heed my warning.  I do not wish for others to go through this  ordeal AND ACTUALLY INVEST TO HAVE A POSSIBLE  NEGATIVE EXPERIENCE LIKE THIS.
",0.0,0,-0.9354,0.5633333333333334,0.0,0
400,421,tiffany aitken,"
Natural, inexpensive, and WORKS WONDERS!


I stumbled upon this brand while searching for a natural moisturizer, gentle yet effective retinol, and doctor recommended ingredients. First I tried the eye cream and the facial moisturizer along with the vitamin C serum. I never used a serum before and i couldn't believe the difference it made in my skin. I'm almost 38 and starting to see some fine lines, uneven tone, and red areas. This really worked well and did not clog my pores or cause breakouts like almost every other brand I've tried. I just ordered the retinol and have been using it about a week, and my pores are already smaller. I am an RN in a dermatologist's office and these products contain everything she recommends and have nothing she says to stay away from. In fact, we sell products in the office that basically have all of these ingredients for a much more expensive price. Plus these have the added benefit of no artificial colors or fragrances. I'm out of my serum and just ran out of my facial moisturizer so I'm reordering those today. I've never been so happy with a skincare line before and I've never experienced such positive results. My patients compliment my skin and how young I look for my age nearly every day. Thanks to LilyAna Naturals!
",1.0,1,0.9831,0.448074494949495,1.0,1
401,422,Cle_jhei,"
Pasted the test






                    The media could not be loaded.
                



 I love this product . I have a very but very sensitive skin. I was so scared at the first time but thanks god I didn't have any reactions. This cream does have sense. I use night and days with a sunscreen of course.But my only concern 😟is on the label doesn't say the percent of retinol and the rests of the Ingredients 🤔
",0.0,0,0.0485,0.5722222222222223,1.0,0
402,423,MinzInGeorgia,"
I'm in love with this LilyAna Retinol Cream!


I have been using this retinol cream for just over 5 weeks and am I love. My skin texture has changed 100% for the better. The moles I thought I had were blemishes that came to the top and are gone now. I'm turning 59 and have those crosshatching lines under my eye and this cream decreased the severity. Great product for a good price.
",1.0,1,0.9656,0.6071428571428571,1.0,1
403,424,Lisa B,"
Good for sensitive skin


I’m on my second bottle and each bottle typically lasts 3 months with using a full pump at least once a day. I like it because I have sensitive skin and it hasn’t broken my skin out but don’t really notice it doing anything for wrinkles. It doesn’t smell and I’ve worn it under paulas choice sunscreen 50 moisturizer and foundation and it’s been great. I just wish it did more for the fine creases and wrinkles.
",1.0,1,0.8921,0.5166666666666667,1.0,1
404,425,DS Brooks,"
This product delivers


This is an excellent Retinol Cream. I'm not ready for anything like Retin-A, so I get my vitamin A by way of a Retinol and this product delivers. It has a pleasant fragrance, very subtle and the product does what it says. I use it at night, but one pump does it for me. I had some tiny milia and after just a few weeks, this product helped slough off the skin to move those milia to a thing of the past.  Why spend more for retinol creams when you can buy this one made from a family owned and woman operated business that really delivers?!
",1.0,1,0.6795,0.5185185185185186,1.0,1
405,426,Megan,"
The smell?!


I haven’t used it long enough to write a review on its effectiveness, but I will tell you the reasons so far I didn’t give it 5 stars. I wish I could “put back” product if I pumped out too much. With this type of bottle - I’m stuck with what comes out. I don’t want to waste it - so I rub it all over my neck. Also. It smells GREAT when I pump it on my fingers and start rubbing it in to my face. But give it a few seconds. It smells like...plastic or rubber or something.  Not that great. For me the smell lasts about a minute or so. But still u pleasant!
",0.0,1,0.7988,0.4666666666666667,1.0,0
